datetime,date,source,topic,headline,url,domain,country
2010-01-30T04:39:35.000Z,2010-01-30,oilprice.com,political_economy,Energy Prices Sink Lower Despite Strong GDP Growth,https://oilprice.com/Finance/the-Economy/Energy-Prices-Sink-Lower-Despite-Strong-GDP-Growth.html,Finance/the-Economy,
2010-01-29T03:51:49.000Z,2010-01-29,oilprice.com,political_economy,Are Official Estimates Of Oil Reserves Correct What Does This Mean For Oil Prices,https://oilprice.com/Energy/Oil-Prices/Are-Official-Estimates-Of-Oil-Reserves-Correct-What-Does-This-Mean-For-Oil-Prices.html,Energy/Oil-Prices,
2010-01-07T22:44:35.000Z,2010-01-07,oilprice.com,political_economy,So You Think You Can Debase A Currency,https://oilprice.com/Finance/the-Economy/So-You-Think-You-Can-Debase-A-Currency.html,Finance/the-Economy,
2010-01-05T00:06:27.000Z,2010-01-05,oilprice.com,war,Carbon Sequestration Is Burying Carbon Dioxide Underground A Realistic Option,https://oilprice.com/The-Environment/Global-Warming/Carbon-Sequestration-Is-Burying-Carbon-Dioxide-Underground-A-Realistic-Option.html,The-Environment/Global-Warming,
2010-01-02T05:56:08.000Z,2010-01-02,oilprice.com,war,Iran To Surge To A Hegemonic Position In The Middle East Without A Major War,https://oilprice.com/Geopolitics/Middle-East/Iran-To-Surge-To-A-Hegemonic-Position-In-The-Middle-East-Without-A-Major-War.html,Geopolitics/Middle-East,
2010-03-02T19:47:54.000Z,2010-03-02,oilprice.com,war,Iraq Awards Drilling Contract As It Reaches For Ambitious Oil Production Target,https://oilprice.com/Energy/Oil-Prices/Iraq-Awards-Drilling-Contract-As-It-Reaches-For-Ambitious-Oil-Production-Target.html,Energy/Oil-Prices,
2010-02-28T20:12:07.000Z,2010-02-28,oilprice.com,political_economy,Energy Efficiency And Its Impact On Energy Demand,https://oilprice.com/Energy/Energy-General/Energy-Efficiency-And-Its-Impact-On-Energy-Demand.html,Energy/Energy-General,
2010-02-15T19:25:29.000Z,2010-02-15,oilprice.com,political_economy,More About Oil Part 2 OPECS STRATEGY,https://oilprice.com/Energy/Oil-Prices/More-About-Oil-Part-2-OPECS-STRATEGY.html,Energy/Oil-Prices,
2010-02-13T03:24:37.000Z,2010-02-13,oilprice.com,political_economy,Chinas Monetary Moves Undercut Crude Oil Rally,https://oilprice.com/Energy/Oil-Prices/Chinas-Monetary-Moves-Undercut-Crude-Oil-Rally.html,Energy/Oil-Prices,
2010-02-11T20:13:27.000Z,2010-02-11,oilprice.com,political_economy,New Invention Using Spent Nuclear Fuel Rods Could Unlock U.S. Oil Reserves Three Times Larger Than Saudi Arabias,https://oilprice.com/Energy/Crude-Oil/New-Invention-Using-Spent-Nuclear-Fuel-Rods-Could-Unlock-U.S.-Oil-Reserves-Three-Times-Larger-Than-Saudi-Arabias.html,Energy/Crude-Oil,
2010-02-10T02:54:59.000Z,2010-02-10,oilprice.com,political_economy,Iran Unfazed By Congressional Threats Of New Energy Sanctions,https://oilprice.com/Geopolitics/Middle-East/Iran-Unfazed-By-Congressional-Threats-Of-New-Energy-Sanctions.html,Geopolitics/Middle-East,
2010-02-05T23:33:45.000Z,2010-02-05,oilprice.com,political_economy,Rogue Aluminium Shipments Suggest Chinese Metal Stockpiles Are Being Re Exported,https://oilprice.com/Metals/Commodities/Rogue-Aluminium-Shipments-Suggest-Chinese-Metal-Stockpiles-Are-Being-Re-Exported.html,Metals/Commodities,
2010-03-31T20:15:07.000Z,2010-03-31,oilprice.com,political_economy,OPEC Adding To Capacity Amid Concern Supply Will Dampen Oil Prices,https://oilprice.com/Energy/Oil-Prices/OPEC-Adding-To-Capacity-Amid-Concern-Supply-Will-Dampen-Oil-Prices.html,Energy/Oil-Prices,
2010-03-30T22:11:09.000Z,2010-03-30,oilprice.com,war,The True Causes Underlying The Moscow Metro Bombings,https://oilprice.com/Geopolitics/Europe/The-True-Causes-Underlying-The-Moscow-Metro-Bombings.html,Geopolitics/Europe,
2010-03-30T21:15:53.000Z,2010-03-30,oilprice.com,political_economy,Debts And Doubts Delay Kirkuk Cehyan Oil Pipeline Renewal,https://oilprice.com/Geopolitics/Middle-East/Debts-And-Doubts-Delay-Kirkuk-Cehyan-Oil-Pipeline-Renewal.html,Geopolitics/Middle-East,
2010-03-26T22:16:06.000Z,2010-03-26,oilprice.com,political_economy,Demand From India Reshaping The Global Coal Market,https://oilprice.com/Energy/Coal/Demand-From-India-Reshaping-The-Global-Coal-Market.html,Energy/Coal,
2010-03-24T23:47:07.000Z,2010-03-24,oilprice.com,political_economy,Money Flows Into Platinum As Demand For Gold And Silver Drops,https://oilprice.com/Metals/Commodities/Money-Flows-Into-Platinum-As-Demand-For-Gold-And-Silver-Drops.html,Metals/Commodities,
2010-03-23T23:14:48.000Z,2010-03-23,oilprice.com,war,Vault Wars And The 50 Trillion Picture,https://oilprice.com/Finance/the-Markets/Vault-Wars-And-The-50-Trillion-Picture.html,Finance/the-Markets,
2010-03-18T21:04:30.000Z,2010-03-18,oilprice.com,political_economy,Happy 50th Anniversary Year OPEC,https://oilprice.com/Energy/Oil-Prices/Happy-50th-Anniversary-Year-OPEC.html,Energy/Oil-Prices,
2010-03-13T05:40:31.000Z,2010-03-13,oilprice.com,political_economy,Crude Prices Stagnate Amid Doubts About Global Demand,https://oilprice.com/Energy/Oil-Prices/Crude-Prices-Stagnate-Amid-Doubts-About-Global-Demand.html,Energy/Oil-Prices,
2010-03-12T00:50:34.000Z,2010-03-12,oilprice.com,political_economy,The Debt Potato,https://oilprice.com/Finance/the-Economy/The-Debt-Potato.html,Finance/the-Economy,
2010-03-11T19:48:21.000Z,2010-03-11,oilprice.com,political_economy,DOE Stimulus Grant Throws Spotlight On Growing Need For Energy Storage,https://oilprice.com/Energy/Energy-General/DOE-Stimulus-Grant-Throws-Spotlight-On-Growing-Need-For-Energy-Storage.html,Energy/Energy-General,
2010-03-09T04:01:31.000Z,2010-03-09,oilprice.com,political_economy,Chevron To Seek Shale Gas In Poland As Europe Focuses On Unconventional Reserves,https://oilprice.com/Energy/Gas-Prices/Chevron-To-Seek-Shale-Gas-In-Poland-As-Europe-Focuses-On-Unconventional-Reserves.html,Energy/Gas-Prices,
2010-03-05T20:15:32.000Z,2010-03-05,oilprice.com,political_economy,Wind Energy Stimulus Funds Benefiting Foreign Workers Senators Charge,https://oilprice.com/Alternative-Energy/Wind-Power/Wind-Energy-Stimulus-Funds-Benefiting-Foreign-Workers-Senators-Charge.html,Alternative-Energy/Wind-Power,
2010-03-05T06:55:25.000Z,2010-03-05,oilprice.com,political_economy,Iraqi Elections Likely To Fuel Ethnic Tensions Further Delay Access To Kirkuks Reserves,https://oilprice.com/Geopolitics/Middle-East/Iraqi-Elections-Likely-To-Fuel-Ethnic-Tensions-Further-Delay-Access-To-Kirkuks-Reserves.html,Geopolitics/Middle-East,
2010-04-30T18:08:54.000Z,2010-04-30,oilprice.com,political_economy,The Recession Is Over,https://oilprice.com/Finance/the-Economy/The-Recession-Is-Over.html,Finance/the-Economy,
2010-04-24T00:00:00.000Z,2010-04-24,oilprice.com,political_economy,Greece Debt Crisis No Way Out,https://oilprice.com/Finance/the-Economy/Greece-Debt-Crisis-No-Way-Out.html,Finance/the-Economy,
2010-04-19T00:00:00.000Z,2010-04-19,oilprice.com,political_economy,The Search For A Reserve Currency,https://oilprice.com/Finance/the-Economy/The-Search-For-A-Reserve-Currency.html,Finance/the-Economy,
2010-04-17T00:00:00.000Z,2010-04-17,oilprice.com,political_economy,Iran Storing Oil At Sea Due To Weak Demand,https://oilprice.com/Energy/Crude-Oil/Iran-Storing-Oil-At-Sea-Due-To-Weak-Demand.html,Energy/Crude-Oil,
2010-04-16T00:00:00.000Z,2010-04-16,oilprice.com,natural_disaster,SEC Charge Against Goldman Has Volcanic Impact On Energy Markets,https://oilprice.com/Energy/Oil-Prices/SEC-Charge-Against-Goldman-Has-Volcanic-Impact-On-Energy-Markets.html,Energy/Oil-Prices,
2010-04-07T00:00:00.000Z,2010-04-07,oilprice.com,war,Floating Alternative To Nabucco Pipeline Moving Toward Implementation,https://oilprice.com/Geopolitics/Europe/Floating-Alternative-To-Nabucco-Pipeline-Moving-Toward-Implementation.html,Geopolitics/Europe,
2010-04-09T00:00:00.000Z,2010-04-09,oilprice.com,political_economy,Chinese Base Metal Stockpiles Are Reaching Epic Levels How Will This Affect Prices,https://oilprice.com/Metals/Commodities/Chinese-Base-Metal-Stockpiles-Are-Reaching-Epic-Levels-How-Will-This-Affect-Prices.html,Metals/Commodities,
2010-04-08T00:00:00.000Z,2010-04-08,oilprice.com,war,The End Of European Expansion And The Coming Debt Wars,https://oilprice.com/Finance/the-Economy/The-End-Of-European-Expansion-And-The-Coming-Debt-Wars.html,Finance/the-Economy,
2010-04-08T00:00:00.000Z,2010-04-08,oilprice.com,political_economy,The End Of European Expansion And The Coming Debt Wars,https://oilprice.com/Finance/the-Economy/The-End-Of-European-Expansion-And-The-Coming-Debt-Wars.html,Finance/the-Economy,
2010-04-06T00:00:00.000Z,2010-04-06,oilprice.com,war,U.S. Will Lose A Trade War With China,https://oilprice.com/Finance/the-Economy/U.S.-Will-Lose-A-Trade-War-With-China.html,Finance/the-Economy,
2010-04-06T00:00:00.000Z,2010-04-06,oilprice.com,political_economy,U.S. Will Lose A Trade War With China,https://oilprice.com/Finance/the-Economy/U.S.-Will-Lose-A-Trade-War-With-China.html,Finance/the-Economy,
2010-04-05T00:00:00.000Z,2010-04-05,oilprice.com,war,The Moscow Bombing An Inevitable Victory For Moscow But A Hard Struggle Ahead,https://oilprice.com/Geopolitics/Europe/The-Moscow-Bombing-An-Inevitable-Victory-For-Moscow-But-A-Hard-Struggle-Ahead.html,Geopolitics/Europe,
2010-05-31T13:10:41.000Z,2010-05-31,oilprice.com,war,Korean War Games The Sinking Of The Cheonan,https://oilprice.com/Geopolitics/Asia/Korean-War-Games-The-Sinking-Of-The-Cheonan.html,Geopolitics/Asia,
2010-05-27T20:53:09.000Z,2010-05-27,oilprice.com,political_economy,The Reality Of Global Power Demand And Oil Consumption,https://oilprice.com/Energy/Energy-General/The-Reality-Of-Global-Power-Demand-And-Oil-Consumption.html,Energy/Energy-General,
2010-05-26T22:20:03.000Z,2010-05-26,oilprice.com,war,Russias War Games Preparing For Conflict With The East,https://oilprice.com/Geopolitics/International/Russias-War-Games-Preparing-For-Conflict-With-The-East.html,Geopolitics/International,
2010-05-22T14:32:16.000Z,2010-05-22,oilprice.com,political_economy,European Single Currency Reaches A Turning Point,https://oilprice.com/Geopolitics/Europe/European-Single-Currency-Reaches-A-Turning-Point.html,Geopolitics/Europe,
2010-05-21T21:37:05.000Z,2010-05-21,oilprice.com,war,NATO Not Learning Lessons In Afghanistan As It Prepares For Another Military Triumph,https://oilprice.com/Geopolitics/International/NATO-Not-Learning-Lessons-In-Afghanistan-As-It-Prepares-For-Another-Military-Triumph.html,Geopolitics/International,
2010-05-19T03:27:34.000Z,2010-05-19,oilprice.com,political_economy,Psychological Plunge In Oil Prices Makes OPEC Nervous Official Says,https://oilprice.com/Energy/Oil-Prices/Psychological-Plunge-In-Oil-Prices-Makes-OPEC-Nervous-Official-Says.html,Energy/Oil-Prices,
2010-05-14T13:40:04.000Z,2010-05-14,oilprice.com,political_economy,UK Public Debt Spiralling Out Of Control Will It Become The Next Greece,https://oilprice.com/Finance/the-Economy/UK-Public-Debt-Spiralling-Out-Of-Control-Will-It-Become-The-Next-Greece.html,Finance/the-Economy,
2010-05-12T17:38:01.000Z,2010-05-12,oilprice.com,natural_disaster,Chinas Hydroelectric Sector Crippled By Severe Drought,https://oilprice.com/Alternative-Energy/Hydroelectric/Chinas-Hydroelectric-Sector-Crippled-By-Severe-Drought.html,Alternative-Energy/Hydroelectric,
2010-05-12T00:18:41.000Z,2010-05-12,oilprice.com,political_economy,The Greek Debt Crisis Hype And Manipulation Or Is The World Economy Really At Risk,https://oilprice.com/Finance/the-Economy/The-Greek-Debt-Crisis-Hype-And-Manipulation-Or-Is-The-World-Economy-Really-At-Risk.html,Finance/the-Economy,
2010-05-11T16:07:19.000Z,2010-05-11,oilprice.com,political_economy,A New Look At National Security Oil Fertilizer And Energy Demand,https://oilprice.com/Geopolitics/North-America/A-New-Look-At-National-Security-Oil-Fertilizer-And-Energy-Demand.html,Geopolitics/North-America,
2010-05-09T15:45:16.000Z,2010-05-09,oilprice.com,war,The Political Cost Of Military Bases In Post Soviet Space,https://oilprice.com/Geopolitics/International/The-Political-Cost-Of-Military-Bases-In-Post-Soviet-Space.html,Geopolitics/International,
2010-05-08T21:53:17.000Z,2010-05-08,oilprice.com,war,Volcanic Eruptions Is Nature Set To Crush Global Warming,https://oilprice.com/The-Environment/Global-Warming/Volcanic-Eruptions-Is-Nature-Set-To-Crush-Global-Warming.html,The-Environment/Global-Warming,
2010-05-08T21:53:17.000Z,2010-05-08,oilprice.com,natural_disaster,Volcanic Eruptions Is Nature Set To Crush Global Warming,https://oilprice.com/The-Environment/Global-Warming/Volcanic-Eruptions-Is-Nature-Set-To-Crush-Global-Warming.html,The-Environment/Global-Warming,
2010-05-06T13:10:46.000Z,2010-05-06,oilprice.com,war,Climate Change Money Politics Scandals,https://oilprice.com/The-Environment/Global-Warming/Climate-Change-Money-Politics-Scandals.html,The-Environment/Global-Warming,
2020-10-08T19:04:53.000Z,2020-10-08,oilprice.com,war,Israel Irked By Turkey Syria Military Exercises,https://oilprice.com/Geopolitics/Middle-East/Israel-Irked-By-Turkey-Syria-Military-Exercises.html,Geopolitics/Middle-East,
2010-05-05T22:35:59.000Z,2010-05-05,oilprice.com,war,The Green Side Of War,https://oilprice.com/Alternative-Energy/Renewable-Energy/The-Green-Side-Of-War.html,Alternative-Energy/Renewable-Energy,
2010-07-01T17:25:43.000Z,2010-07-01,oilprice.com,war,Somaliland Presidential Election Besieged By Well Financed Islamists Threatening HornRed Sea Stability,https://oilprice.com/Geopolitics/Africa/Somaliland-Presidential-Election-Besieged-By-Well-Financed-Islamists-Threatening-HornRed-Sea-Stability.html,Geopolitics/Africa,
2010-06-30T13:33:52.000Z,2010-06-30,oilprice.com,war,Legal Panel Thwarts Government Plan To Kill Yucca Mountain Nuclear Dump,https://oilprice.com/Alternative-Energy/Nuclear-Power/Legal-Panel-Thwarts-Government-Plan-To-Kill-Yucca-Mountain-Nuclear-Dump.html,Alternative-Energy/Nuclear-Power,
2010-06-28T16:30:20.000Z,2010-06-28,oilprice.com,war,Is Victory Achievable In Pakistans War On The Taliban,https://oilprice.com/Geopolitics/Asia/Is-Victory-Achievable-In-Pakistans-War-On-The-Taliban.html,Geopolitics/Asia,
2010-06-28T02:23:20.000Z,2010-06-28,oilprice.com,natural_disaster,Tropical Storm Threat Propels Oil Prices To Gain For The Week,https://oilprice.com/Energy/Oil-Prices/Tropical-Storm-Threat-Propels-Oil-Prices-To-Gain-For-The-Week.html,Energy/Oil-Prices,
2010-06-24T16:45:44.000Z,2010-06-24,oilprice.com,natural_disaster,The First OilCane What Happens If A Hurricane Rides Over The Oil Spill,https://oilprice.com/The-Environment/Oil-Spills/The-First-OilCane-What-Happens-If-A-Hurricane-Rides-Over-The-Oil-Spill.html,The-Environment/Oil-Spills,
2010-06-24T16:27:31.000Z,2010-06-24,oilprice.com,political_economy,Emerging Markets Will Drive Demand For Oil And Gas In Medium Term IEA Says,https://oilprice.com/Energy/Energy-General/Emerging-Markets-Will-Drive-Demand-For-Oil-And-Gas-In-Medium-Term-IEA-Says.html,Energy/Energy-General,
2010-06-23T01:14:06.000Z,2010-06-23,oilprice.com,war,Notorious Private Military Company Blackwater Up For Sale,https://oilprice.com/Geopolitics/International/Notorious-Private-Military-Company-Blackwater-Up-For-Sale.html,Geopolitics/International,
2010-06-15T17:07:20.000Z,2010-06-15,oilprice.com,political_economy,Will Iranian Sanctions Hit Oil Prices,https://oilprice.com/Energy/Oil-Prices/Will-Iranian-Sanctions-Hit-Oil-Prices.html,Energy/Oil-Prices,
2010-06-14T13:37:42.000Z,2010-06-14,oilprice.com,war,War In The Middle East Will Irans Nuclear Program Lead To Conflict With Israel,https://oilprice.com/Geopolitics/Middle-East/War-In-The-Middle-East-Will-Irans-Nuclear-Program-Lead-To-Conflict-With-Israel.html,Geopolitics/Middle-East,
2010-06-14T13:10:47.000Z,2010-06-14,oilprice.com,war,Did Turkey Declare War On Israel...and The West,https://oilprice.com/Geopolitics/International/Did-Turkey-Declare-War-On-Israel...and-The-West.html,Geopolitics/International,
2010-06-12T17:39:28.000Z,2010-06-12,oilprice.com,political_economy,United Nations Approves Economic Sanctions Against Iran,https://oilprice.com/Geopolitics/International/United-Nations-Approves-Economic-Sanctions-Against-Iran.html,Geopolitics/International,
2010-06-10T22:11:28.000Z,2010-06-10,oilprice.com,war,Europe Forced To Recalculate Climate Change Policies,https://oilprice.com/The-Environment/Global-Warming/Europe-Forced-To-Recalculate-Climate-Change-Policies.html,The-Environment/Global-Warming,
2010-06-09T14:52:14.000Z,2010-06-09,oilprice.com,war,The ROC Navy Faces A Critical Watershed As The East Asian Strategic Balance Changes,https://oilprice.com/Geopolitics/Asia/The-ROC-Navy-Faces-A-Critical-Watershed-As-The-East-Asian-Strategic-Balance-Changes.html,Geopolitics/Asia,
2010-06-09T13:28:20.000Z,2010-06-09,oilprice.com,natural_disaster,High Hurricane Activity Threatens Gulf Oil Production Cleanup Efforts,https://oilprice.com/Energy/Crude-Oil/High-Hurricane-Activity-Threatens-Gulf-Oil-Production-Cleanup-Efforts.html,Energy/Crude-Oil,
2010-06-06T16:30:59.000Z,2010-06-06,oilprice.com,war,Polands Growing Military Power,https://oilprice.com/Geopolitics/Europe/Polands-Growing-Military-Power.html,Geopolitics/Europe,
2020-10-08T19:04:42.000Z,2020-10-08,oilprice.com,political_economy,Russia Supports New UN Sanctions Against Iran,https://oilprice.com/Geopolitics/Europe/Russia-Supports-New-UN-Sanctions-Against-Iran.html,Geopolitics/Europe,
2010-06-03T22:19:19.000Z,2010-06-03,oilprice.com,political_economy,Shipping Rates Continuing To Soar Could The Chinese Be Starting To Unload Their Metal Stockpiles,https://oilprice.com/Finance/the-Economy/Shipping-Rates-Continuing-To-Soar-Could-The-Chinese-Be-Starting-To-Unload-Their-Metal-Stockpiles.html,Finance/the-Economy,
2010-06-03T22:04:41.000Z,2010-06-03,oilprice.com,war,Americas Military Tug Of War,https://oilprice.com/Geopolitics/North-America/Americas-Military-Tug-Of-War.html,Geopolitics/North-America,
2010-06-02T10:29:22.000Z,2010-06-02,oilprice.com,war,Here Come The Water Wars,https://oilprice.com/Metals/Commodities/Here-Come-The-Water-Wars.html,Metals/Commodities,
2010-07-26T13:57:23.000Z,2010-07-26,oilprice.com,war,Economic Conflict Between China And The US May Reappear At Any Time,https://oilprice.com/Geopolitics/International/Economic-Conflict-Between-China-And-The-US-May-Reappear-At-Any-Time.html,Geopolitics/International,
2010-07-26T08:53:24.000Z,2010-07-26,oilprice.com,natural_disaster,As Tropical Storm Bonnie Breaks Apart Ships Return To The Deepwater Horizon Site,https://oilprice.com/The-Environment/Oil-Spills/As-Tropical-Storm-Bonnie-Breaks-Apart-Ships-Return-To-The-Deepwater-Horizon-Site.html,The-Environment/Oil-Spills,
2010-07-26T08:31:19.000Z,2010-07-26,oilprice.com,war,Climate Concerns May Soon Be A Thing Of The Past As Scientists Work On Splitting CO2,https://oilprice.com/The-Environment/Global-Warming/Climate-Concerns-May-Soon-Be-A-Thing-Of-The-Past-As-Scientists-Work-On-Splitting-CO2.html,The-Environment/Global-Warming,
2010-07-23T09:51:18.000Z,2010-07-23,oilprice.com,natural_disaster,As Hurricane Nears Oil Spill Site Obama Sidesteps Critical Decision,https://oilprice.com/The-Environment/Oil-Spills/As-Hurricane-Nears-Oil-Spill-Site-Obama-Sidesteps-Critical-Decision.html,The-Environment/Oil-Spills,
2010-07-23T09:43:43.000Z,2010-07-23,oilprice.com,political_economy,Obamas Economic Stimulus Plan Causing Controversy With Build America Bonds,https://oilprice.com/Finance/the-Economy/Obamas-Economic-Stimulus-Plan-Causing-Controversy-With-Build-America-Bonds.html,Finance/the-Economy,
2010-07-21T13:03:30.000Z,2010-07-21,oilprice.com,war,The Prospect Of An Israeli Military Strike Against Iran,https://oilprice.com/Geopolitics/Middle-East/The-Prospect-Of-An-Israeli-Military-Strike-Against-Iran.html,Geopolitics/Middle-East,
2010-07-19T12:19:59.000Z,2010-07-19,oilprice.com,political_economy,Rising Demand In OPEC Countries Causes Oil Importers Concern,https://oilprice.com/Energy/Crude-Oil/Rising-Demand-In-OPEC-Countries-Causes-Oil-Importers-Concern.html,Energy/Crude-Oil,
2010-07-15T07:53:37.000Z,2010-07-15,oilprice.com,political_economy,Why The Worlds Worst Economy Has The Strongest Currency,https://oilprice.com/Finance/the-Economy/Why-The-Worlds-Worst-Economy-Has-The-Strongest-Currency.html,Finance/the-Economy,
2010-07-15T07:49:51.000Z,2010-07-15,oilprice.com,war,Intelligence Dominance And Population Centric Warfare,https://oilprice.com/Geopolitics/International/Intelligence-Dominance-And-Population-Centric-Warfare.html,Geopolitics/International,
2010-07-14T07:49:05.000Z,2010-07-14,oilprice.com,war,Horn Red Sea Braces For Instability As Somaliland Moves Toward Islamist Reunification With Somalia,https://oilprice.com/Geopolitics/Africa/Horn-Red-Sea-Braces-For-Instability-As-Somaliland-Moves-Toward-Islamist-Reunification-With-Somalia.html,Geopolitics/Africa,
2010-07-13T18:02:06.000Z,2010-07-13,oilprice.com,war,Lloyds Research Paper Warns Of Peak Oil Crunch,https://oilprice.com/Energy/Crude-Oil/Lloyds-Research-Paper-Warns-Of-Peak-Oil-Crunch.html,Energy/Crude-Oil,
2010-07-13T17:18:10.000Z,2010-07-13,oilprice.com,war,Beware The Ides Of July August,https://oilprice.com/Geopolitics/Middle-East/Beware-The-Ides-Of-July-August.html,Geopolitics/Middle-East,
2010-07-13T17:09:12.000Z,2010-07-13,oilprice.com,war,Irregular Warfare Causing The Coalition To Rethink Its Entire Approach In Afghanistan,https://oilprice.com/Geopolitics/Middle-East/Irregular-Warfare-Causing-The-Coalition-To-Rethink-Its-Entire-Approach-In-Afghanistan.html,Geopolitics/Middle-East,
2010-07-10T09:46:16.000Z,2010-07-10,oilprice.com,war,Crude Oil Tracks Stocks Upwards To Close Week Above 76 A Barrel,https://oilprice.com/Energy/Oil-Prices/Crude-Oil-Tracks-Stocks-Upwards-To-Close-Week-Above-76-A-Barrel.html,Energy/Oil-Prices,
2010-07-10T09:40:32.000Z,2010-07-10,oilprice.com,political_economy,A Look At Chinas Growing Demand For Oil,https://oilprice.com/Energy/Energy-General/A-Look-At-Chinas-Growing-Demand-For-Oil.html,Energy/Energy-General,
2010-07-09T08:57:53.000Z,2010-07-09,oilprice.com,political_economy,Impact Of Iran Sanctions Legislation An Energy Perspective,https://oilprice.com/Geopolitics/Middle-East/Impact-Of-Iran-Sanctions-Legislation-An-Energy-Perspective.html,Geopolitics/Middle-East,
2010-07-07T09:05:52.000Z,2010-07-07,oilprice.com,political_economy,Obama Announces 2 Billion More In Stimulus Aid For Solar Power,https://oilprice.com/Alternative-Energy/Solar-Energy/Obama-Announces-2-Billion-More-In-Stimulus-Aid-For-Solar-Power.html,Alternative-Energy/Solar-Energy,
2010-07-04T17:41:43.000Z,2010-07-04,oilprice.com,war,The New Civil Wars Within The West,https://oilprice.com/Geopolitics/International/The-New-Civil-Wars-Within-The-West.html,Geopolitics/International,
2010-08-30T14:03:22.000Z,2010-08-30,oilprice.com,war,Global Warming And Climate Models,https://oilprice.com/The-Environment/Global-Warming/Global-Warming-And-Climate-Models.html,The-Environment/Global-Warming,
2010-08-26T13:47:00.000Z,2010-08-26,oilprice.com,natural_disaster,Hedge Fund Under Investigation After Algo Floods Oil Market With Orders,https://oilprice.com/Finance/the-Markets/Hedge-Fund-Under-Investigation-After-Algo-Floods-Oil-Market-With-Orders.html,Finance/the-Markets,
2010-08-25T15:22:49.000Z,2010-08-25,oilprice.com,war,Private Military Contractors Experiencing An Industry Boom In Iraq,https://oilprice.com/Geopolitics/Middle-East/Private-Military-Contractors-Experiencing-An-Industry-Boom-In-Iraq.html,Geopolitics/Middle-East,
2010-08-24T17:59:43.000Z,2010-08-24,oilprice.com,political_economy,International Sanctions Inflicting Pain At Gas Pump Stalling Energy Projects,https://oilprice.com/Geopolitics/Middle-East/International-Sanctions-Inflicting-Pain-At-Gas-Pump-Stalling-Energy-Projects.html,Geopolitics/Middle-East,
2010-08-22T16:32:08.000Z,2010-08-22,oilprice.com,war,Oil Prices Spiral Downwards As Economic Gloom Intensifies,https://oilprice.com/Energy/Oil-Prices/Oil-Prices-Spiral-Downwards-As-Economic-Gloom-Intensifies.html,Energy/Oil-Prices,
2017-02-27T12:43:48.000Z,2017-02-27,oilprice.com,war,Ocean Acidification The Other Carbon Problem,https://oilprice.com/The-Environment/Global-Warming/Ocean-Acidification-The-Other-Carbon-Problem.html,The-Environment/Global-Warming,
2010-08-20T15:29:26.000Z,2010-08-20,oilprice.com,war,Is War With Iran Imminent,https://oilprice.com/Geopolitics/Middle-East/Is-War-With-Iran-Imminent.html,Geopolitics/Middle-East,
